Employee ID,FullName,Gender,Age,HireDate,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,AnnualSalary,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E02142,Natalia Richardson,Female,36,6/2/2017,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,150825,2,5,1,41,4,3,3,0,No,18,4,9,3,3,8,7,0,7,No,3
E02143,Madeline Contreras,Female,51,10/31/1995,Life Sciences,Single,Sales,Sales Executive,Non-Travel,59311,24,3,2,100,4,4,2,4,Yes,16,4,22,2,2,1,0,0,0,Yes,3
E02144,Raelynn Espinoza,Female,46,9/12/2002,Medical,Divorced,Development,Senior Developer,Travel_Frequently,44411,16,4,3,64,4,2,3,1,Yes,19,3,20,3,4,19,10,2,7,No,3
E02145,Noah Rojas,Male,37,11/14/2019,Technical Degree,Divorced,Sales,Sales Executive,Non-Travel,69408,8,4,1,84,3,2,4,4,No,13,4,12,3,3,7,7,0,7,No,3
E02146,Jack Ramos,Male,43,6/17/2018,Medical,Single,Development,Developer,Non-Travel,96759,9,2,3,46,2,1,1,0,Yes,22,1,4,0,3,3,2,1,2,Yes,4
E02147,Riley King,Female,53,8/10/2013,Life Sciences,Single,Sales,Manager,Non-Travel,163480,17,3,4,38,3,4,3,1,No,11,4,10,2,3,10,8,6,0,No,3
E02148,Naomi Lee,Female,58,4/15/2014,Life Sciences,Single,Development,Developer,Travel_Rarely,91132,10,3,4,92,2,1,1,6,Yes,20,3,3,5,3,0,0,0,0,Yes,4
E02149,Caleb Jones,Male,57,7/10/1996,Life Sciences,Single,Development,Developer,Travel_Rarely,122825,13,1,2,53,3,1,4,3,No,18,1,5,4,3,3,2,0,2,No,3
E02150,Peyton Alvarado,Female,31,10/24/2015,Medical,Divorced,Development,Developer,Travel_Rarely,73612,1,4,4,91,3,1,4,3,No,14,4,8,2,3,5,3,0,2,No,3
E02151,Luca Liu,Male,40,6/22/2007,Medical,Divorced,Development,Senior Developer,Travel_Rarely,70561,1,2,4,66,3,4,4,9,No,22,3,32,1,2,5,4,1,3,No,4
E02152,Christian Johnson,Male,47,5/25/2008,Other,Married,Development,Developer,Travel_Frequently,60331,1,4,3,84,4,2,2,1,Yes,13,1,6,2,3,6,5,1,2,No,3
E02153,Kinsley Gonzales,Female,51,5/5/2007,Medical,Divorced,Development,Developer,Travel_Frequently,48772,9,3,1,64,3,5,3,2,No,17,2,21,2,4,18,16,0,11,No,3
E02154,Hunter Yoon,Male,57,10/2/2020,Life Sciences,Married,Development,Developer,Non-Travel,90599,23,2,4,42,3,2,1,1,Yes,15,3,9,2,3,9,8,0,8,No,3
E02155,Elias Dixon,Male,46,11/22/2021,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,55643,4,2,4,83,3,2,4,1,Yes,17,3,9,0,3,9,0,0,7,No,3
E02156,Owen Guerrero,Male,40,9/3/2022,Life Sciences,Married,Development,Developer,Travel_Rarely,97938,22,3,1,48,3,1,3,4,Yes,11,2,7,2,3,5,2,0,1,Yes,3
E02157,Lucas Lo,Male,43,1/18/2004,Life Sciences,Married,Development,Developer,Travel_Rarely,49627,24,3,4,95,3,4,3,3,Yes,18,4,22,2,3,12,11,1,5,No,3
E02158,Hunter Mitchell,Male,54,4/17/2021,Medical,Married,Research & Development,Senior Manager R&D,Travel_Frequently,58137,10,1,3,66,3,1,3,0,No,17,2,3,0,2,2,1,0,2,No,3
E02159,Eliana Bailey,Female,27,1/2/2021,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,120586,14,4,3,39,2,1,2,1,Yes,24,4,5,2,1,4,2,0,2,Yes,3
E02160,Gabriella Choi,Female,56,8/15/1999,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Frequently,72925,1,1,3,96,3,2,1,1,No,12,3,4,1,3,4,3,0,3,No,3
E02161,Evelyn Alvarado,Female,36,8/12/2022,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,83548,5,2,2,73,3,1,4,1,No,15,4,0,2,3,0,0,0,0,No,3
E02162,Wyatt Chan,Male,53,6/28/2005,Technical Degree,Married,Research & Development,Senior Manager R&D,Travel_Rarely,128226,17,3,3,56,3,3,3,8,No,11,3,22,2,3,10,7,0,8,No,3
E02163,Sarah Johnson,Female,31,3/6/2018,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,150653,25,4,3,57,3,3,3,1,Yes,11,3,16,3,2,16,10,10,1,No,3
E02164,Brooks Evans,Male,45,5/4/2016,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,80989,8,2,2,73,4,3,1,0,Yes,12,3,9,4,2,8,7,1,7,No,2
E02165,Isaiah Dixon,Male,29,2/27/2022,Medical,Married,Research & Development,Senior Manager R&D,Travel_Rarely,74901,2,2,4,32,4,2,4,1,No,12,2,8,2,3,8,7,1,3,No,3
E02166,Addison Lo,Female,27,8/28/2020,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,68712,8,1,2,94,1,1,1,1,No,15,1,4,3,2,4,3,1,1,No,2
E02167,Nolan Howard,Male,26,4/18/2022,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,82963,6,3,1,97,2,2,3,2,No,13,4,19,0,3,2,2,2,2,No,2
E02168,Paisley Dominguez,Female,53,6/14/2009,Life Sciences,Single,Research & Development,Senior Manager R&D,Travel_Rarely,123203,4,4,3,78,2,3,3,7,No,14,2,27,3,3,15,11,4,8,No,3
E02169,Eliana Ho,Female,64,9/5/2012,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,195416,7,2,4,42,3,2,3,6,No,14,2,8,6,3,2,2,2,1,No,3
E02170,Charles Miller,Male,32,6/7/2018,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,156418,1,1,4,65,2,4,4,1,No,16,3,21,3,3,21,6,11,8,No,3
E02171,Mia Jiang,Female,42,6/19/2015,Life Sciences,Married,Research & Development,Senior Manager R&D,Travel_Rarely,255892,2,4,1,47,3,2,4,0,No,18,2,4,2,3,3,2,2,2,No,2
E02172,Skylar Parker,Female,31,8/5/2018,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,96195,10,3,2,45,3,1,4,1,No,20,1,3,4,2,3,2,1,2,No,2
E02173,Zoey Leung,Female,40,9/27/2007,Marketing,Married,Sales,Manager,Travel_Rarely,77637,5,2,4,90,3,5,3,6,No,13,2,21,3,4,1,0,0,0,No,4
E02174,Austin Moua,Male,46,5/27/2003,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,79294,9,3,1,64,3,1,4,4,No,18,2,8,5,3,1,0,0,0,No,3
E02175,Christopher Robinson,Male,35,7/11/2016,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,254287,2,3,3,69,2,4,4,3,Yes,13,1,30,4,3,5,3,4,3,No,3
E02176,Jayden Zhang,Male,64,6/27/1994,Medical,Married,Research & Development,Healthcare Representative,Travel_Frequently,70516,18,4,3,62,3,2,2,3,Yes,14,4,17,3,3,8,7,6,7,No,3
E02177,Cora Mejia,Female,58,6/7/2014,Life Sciences,Divorced,Research & Development,Research Director,Non-Travel,98296,7,1,2,55,1,5,3,1,No,22,2,21,3,3,21,16,5,10,No,2
E02178,Julian Harris,Male,61,12/30/2015,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,98565,3,4,2,42,3,2,4,8,Yes,12,3,19,1,3,1,0,0,0,No,3
E02179,Anthony Espinoza,Male,41,11/16/2020,Medical,Single,Sales,Sales Executive,Non-Travel,59149,29,2,2,79,1,2,1,8,No,18,4,7,6,3,2,2,2,2,Yes,2
E02180,Aubrey Ruiz,Female,25,1/11/2021,Marketing,Married,Sales,Manager,Travel_Rarely,70126,2,1,1,57,1,5,4,1,No,15,4,33,3,3,32,14,6,9,Yes,2
E02181,Piper Tang,Female,50,7/28/2011,Medical,Married,Sales,Sales Executive,Travel_Rarely,216787,28,3,4,53,4,4,4,3,Yes,18,3,23,2,3,12,11,11,11,No,3
E02182,Colton Delgado,Male,61,10/22/2006,Life Sciences,Married,Sales,Sales Executive,Non-Travel,156512,1,3,4,95,3,2,3,0,No,12,1,19,3,3,18,7,0,13,No,3
E02183,Madeline Chung,Female,63,5/26/2011,Medical,Single,Research & Development,Manufacturing Director,Travel_Frequently,44444,22,3,4,82,3,3,1,1,Yes,13,3,21,2,3,21,6,2,8,No,3
E02184,Ariana Sharma,Female,45,1/24/2014,Life Sciences,Single,Sales,Sales Representative,Non-Travel,257725,8,1,2,88,2,1,4,0,No,19,4,3,2,2,2,2,2,2,No,2
E02185,Julian Marquez,Male,33,9/14/2013,Life Sciences,Married,Sales,Manager,Travel_Rarely,122408,11,2,4,90,3,4,4,3,No,13,2,26,4,4,9,3,1,1,No,3
E02186,Logan Reyes,Male,62,4/10/1995,Medical,Single,Research & Development,Senior Manager R&D,Non-Travel,78251,29,4,4,69,3,1,3,9,No,12,2,10,2,3,8,7,7,7,No,3
E02187,Penelope Mai,Female,43,5/2/2004,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,252938,1,4,2,75,4,2,4,0,No,11,4,16,2,2,15,1,0,9,No,3
E02188,Ryan Reed,Male,48,10/28/2019,Technical Degree,Married,Sales,Manager,Travel_Rarely,90296,1,2,2,66,3,3,4,3,Yes,14,3,14,1,1,6,4,0,4,No,3
E02189,Grayson Hwang,Male,42,4/23/2013,Medical,Single,Human Resources,Human Resources,Travel_Rarely,91689,24,4,2,36,3,1,2,1,No,16,1,6,3,3,6,3,0,4,No,3
E02190,Ezra Tan,Male,49,12/22/1999,Other,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,158028,15,3,1,81,3,2,3,7,No,14,2,9,3,2,1,0,0,0,Yes,3
E02191,David Ha,Male,33,7/27/2022,Life Sciences,Married,Research & Development,Research Scientist,Travel_Frequently,89759,2,3,1,57,3,1,1,6,Yes,14,2,6,2,3,3,2,1,2,Yes,2
E02192,Lillian Vang,Female,39,9/13/2015,Medical,Married,Sales,Sales Representative,Travel_Rarely,78640,10,1,4,74,3,1,2,1,No,22,2,1,5,3,1,0,0,0,No,4
E02193,Sofia Zhang,Female,51,1/11/2005,Other,Married,Research & Development,Senior Manager R&D,Travel_Frequently,55368,3,4,3,44,3,1,3,3,No,16,1,8,2,3,2,2,2,2,No,3
E02194,Athena Daniels,Female,49,5/23/2021,Medical,Married,Research & Development,Senior Manager R&D,Travel_Rarely,78164,2,4,2,62,3,5,3,2,Yes,11,4,29,2,2,8,1,7,7,No,3
E02195,Jameson Shin,Male,30,5/14/2020,Other,Single,Research & Development,Healthcare Representative,Travel_Rarely,76014,3,3,4,35,3,2,2,3,No,15,1,8,3,2,4,3,0,1,No,3
E02196,Everly Avila,Female,41,11/13/2015,Marketing,Married,Sales,Sales Executive,Travel_Rarely,61403,26,3,3,74,3,2,1,1,No,14,2,8,3,2,7,7,7,5,No,3
E02197,Liam Nelson,Male,58,12/17/2010,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,80720,1,1,1,66,2,1,3,1,No,13,3,5,5,3,5,3,1,3,No,2
E02198,Theodore Lai,Male,55,12/27/2008,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,94026,2,4,3,41,2,3,3,6,No,11,2,13,4,3,9,4,7,0,No,3
E02199,Caroline Do,Female,40,3/6/2016,Medical,Married,Research & Development,Senior Manager R&D,Travel_Frequently,56963,9,3,1,63,3,1,3,2,No,19,2,18,4,3,5,4,0,3,No,3
E02200,Josiah Ramos,Male,41,1/8/2014,Medical,Single,Research & Development,Manufacturing Director,Travel_Rarely,113246,12,5,4,51,2,3,4,0,No,11,2,15,2,2,14,8,7,8,No,3
E02201,Colton Alexander,Male,45,8/9/2005,Medical,Single,Research & Development,Manager,Non-Travel,76416,2,1,3,40,2,4,1,7,No,15,2,31,3,4,9,7,6,2,No,4
E02202,Charles Ramos,Male,57,4/4/2010,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,74597,25,3,3,79,2,3,4,5,No,13,3,18,5,3,1,0,0,0,No,3
E02203,Ellie Wilson,Female,65,8/31/1996,Marketing,Single,Sales,Sales Representative,Travel_Frequently,164102,9,3,4,54,3,1,4,1,Yes,14,2,2,3,3,2,2,0,2,Yes,3
E02204,Peyton Powell,Female,44,2/16/2003,Life Sciences,Single,Research & Development,Senior Manager R&D,Travel_Rarely,74431,10,3,3,36,2,1,1,1,No,13,1,1,6,2,1,0,1,0,Yes,3
E02205,Hailey Rojas,Female,52,7/15/2014,Life Sciences,Divorced,Research & Development,Senior Manager R&D,Travel_Rarely,43378,8,4,4,74,2,2,1,8,Yes,23,1,19,2,3,16,13,1,7,No,4
E02206,Kai Singh,Male,52,4/19/2001,Technical Degree,Single,Research & Development,Senior Manager R&D,Non-Travel,47587,24,2,2,72,2,3,1,1,No,12,1,10,2,2,10,7,1,9,Yes,2
E02207,Ryan Rivera,Male,53,11/29/2001,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,179983,1,2,1,59,2,1,1,1,No,16,1,6,2,3,5,3,1,3,No,2
E02208,Everett Lu,Male,31,11/28/2021,Other,Married,Research & Development,Senior Manager R&D,Travel_Rarely,115565,20,3,3,85,3,2,1,0,No,15,3,7,1,2,6,2,0,2,No,3
E02209,Layla Nunez,Female,63,9/10/2017,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,126064,17,1,3,65,2,3,3,0,No,18,1,20,4,2,19,9,1,9,No,3
E02210,Liliana Collins,Female,39,1/18/2013,Technical Degree,Married,Research & Development,Senior Manager R&D,Travel_Rarely,151666,20,4,1,61,3,3,4,4,No,20,4,14,6,3,11,10,11,1,No,2
E02211,Ezekiel Jenkins,Male,63,4/11/2000,Life Sciences,Married,Research & Development,Senior Manager R&D,Non-Travel,99215,8,5,1,87,1,1,3,1,No,19,4,3,4,3,3,2,1,2,No,2
E02212,Christopher Wang,Male,27,8/23/2020,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,71502,2,1,4,65,3,3,2,3,No,18,2,23,4,3,3,2,1,2,No,3
E02213,Savannah Rodriguez,Female,30,11/18/2022,Medical,Married,Human Resources,Human Resources,Travel_Rarely,168050,1,2,2,91,2,3,1,9,No,14,4,24,1,3,20,6,3,6,Yes,2
E02214,Lyla Turner,Female,51,11/7/2003,Medical,Single,Research & Development,Research Scientist,Travel_Frequently,130862,29,4,1,54,2,2,3,1,No,22,2,14,4,3,13,7,3,8,Yes,2
E02215,Adrian Ngo,Male,58,9/19/2021,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,85716,3,1,1,45,3,2,4,0,No,17,3,7,1,2,6,2,0,4,No,3
E02216,Aria Juarez,Female,62,7/30/2011,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,185026,4,1,4,32,3,1,4,1,Yes,15,2,7,3,4,7,7,5,6,Yes,3
E02217,Audrey Ramos,Female,27,12/9/2021,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,182403,21,3,1,37,3,1,3,1,No,20,3,1,0,2,1,1,0,0,Yes,4
E02218,Hazel Cho,Female,63,8/12/2004,Medical,Married,Research & Development,Manager,Travel_Rarely,193531,2,2,4,35,3,4,1,0,No,17,4,23,3,3,22,6,13,7,No,3
E02219,Iris Chung,Female,52,3/12/2013,Medical,Divorced,Research & Development,Manager R&D,Travel_Frequently,128301,1,3,1,45,2,1,2,1,No,15,1,1,2,3,1,0,0,0,Yes,3
E02220,Thomas Rodriguez,Male,36,10/9/2019,Other,Single,Sales,Sales Executive,Travel_Frequently,51669,1,4,4,81,3,2,3,3,Yes,14,4,5,4,3,0,0,0,0,Yes,3
E02221,Avery Lo,Female,47,1/26/2001,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,104289,7,3,4,30,3,2,2,0,No,17,3,4,3,3,3,2,0,2,No,3
E02222,Gabriel Bell,Male,27,3/21/2021,Life Sciences,Married,Research & Development,Research Scientist,Non-Travel,70181,3,4,3,40,2,1,4,3,No,17,4,6,2,3,0,0,0,0,No,3
E02223,Gianna Walker,Female,45,3/23/2021,Medical,Single,Research & Development,Manager R&D,Non-Travel,92317,1,4,1,35,4,4,4,2,No,22,3,27,3,2,5,4,2,1,No,2
E02224,Axel Bailey,Male,47,12/7/2022,Life Sciences,Married,Sales,Sales Executive,Non-Travel,99382,9,4,2,65,2,2,3,1,No,13,4,15,2,3,15,10,4,12,No,2
E02225,Scarlett Green,Female,26,4/21/2020,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,67702,7,4,2,87,3,3,2,7,No,19,4,18,4,3,8,6,4,0,No,2
E02226,Jackson Wong,Male,58,12/26/2006,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,53133,10,4,3,73,2,3,3,0,Yes,14,2,9,2,3,8,7,2,7,No,3
E02227,Eva Jimenez,Female,60,4/13/1998,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,110554,28,4,3,93,3,1,4,4,No,22,1,11,1,3,7,5,1,7,No,4
E02228,Ian Ma,Male,45,7/9/2010,Medical,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,109221,3,3,4,93,3,3,2,0,No,17,2,10,3,2,9,7,1,7,No,3
E02229,Luna Castro,Female,45,2/1/2007,Marketing,Married,Sales,Manager,Travel_Rarely,88933,3,1,1,52,3,4,3,3,No,12,4,23,3,3,12,9,4,9,No,2
E02230,Nolan Brooks,Male,40,11/8/2014,Marketing,Single,Sales,Sales Executive,Travel_Rarely,49342,2,2,4,32,3,3,2,7,No,16,3,10,2,3,1,0,0,0,No,3
E02231,Jayden Jones,Male,27,7/9/2022,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Frequently,74587,2,3,1,84,3,4,4,7,No,11,4,21,4,3,18,7,11,5,Yes,2
E02232,Asher Hsu,Male,36,3/13/2020,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,80757,14,3,3,44,2,5,3,1,No,14,1,21,2,4,20,7,4,9,No,3
E02233,Greyson Lim,Male,28,10/12/2022,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,198662,9,3,3,70,3,2,2,9,No,15,3,9,2,2,5,4,0,3,No,3
E02234,Chloe Miller,Female,57,8/12/2021,Life Sciences,Single,Research & Development,Manufacturing Director,Non-Travel,142506,18,4,1,78,3,2,4,2,No,20,1,18,0,3,11,9,0,9,No,3
E02235,Jaxson Brooks,Male,57,7/15/2022,Life Sciences,Married,Sales,Sales Representative,Travel_Frequently,77028,20,3,3,67,4,1,4,0,No,12,1,3,4,3,2,2,2,2,No,3
E02236,Jack Perez,Male,30,1/9/2017,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,80389,2,1,1,67,2,1,2,0,No,17,1,6,2,1,5,3,0,4,No,3
E02237,Ruby Reed,Female,26,1/23/2022,Marketing,Divorced,Sales,Sales Executive,Travel_Frequently,249062,11,2,4,54,3,2,4,1,No,11,4,5,3,3,5,2,0,2,No,3
E02238,Ivy Rojas,Female,53,1/8/2013,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,52675,8,4,4,56,2,4,2,6,No,17,2,22,3,3,9,8,2,3,No,3
E02239,Hudson Wong,Male,59,5/11/2014,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,83365,2,2,4,95,3,2,3,2,No,11,4,5,3,2,3,2,0,2,No,3
E02240,Ryan Yi,Male,56,8/17/2003,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,82758,10,3,4,61,3,1,2,0,No,14,4,8,2,2,7,5,1,1,No,3
E02241,Carter Simmons,Male,41,5/30/2012,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,126406,29,3,2,56,1,2,4,4,No,19,1,16,3,3,1,0,0,0,No,3
E02242,Emilia Xu,Female,46,1/24/2017,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,103147,8,1,2,79,2,2,4,1,Yes,15,3,10,2,2,10,7,1,2,No,2
E02243,Adam Medina,Male,49,10/4/2020,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,81622,6,3,3,39,2,1,3,1,Yes,14,4,3,2,3,3,1,0,2,No,3
E02244,Connor Howard,Male,42,3/15/2021,Medical,Single,Research & Development,Laboratory Technician,Non-Travel,44265,8,1,3,80,3,1,3,1,No,12,4,0,0,3,0,0,0,0,Yes,3
E02245,Audrey Duong,Female,55,3/3/1999,Marketing,Single,Sales,Sales Executive,Travel_Rarely,213998,9,4,1,77,3,2,1,0,Yes,17,1,6,3,3,5,2,0,3,Yes,3
E02246,Landon Reyes,Male,44,8/23/2014,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,171823,12,4,2,46,3,1,4,3,Yes,11,1,6,4,3,1,0,0,0,No,3
E02247,Noah Ma,Male,28,11/6/2018,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,201013,15,3,3,72,3,1,3,1,No,12,3,2,5,2,2,2,2,2,Yes,3
E02248,Lucas Alexander,Male,41,9/20/2013,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,192944,25,2,3,52,2,2,4,7,No,13,3,9,2,3,6,2,1,3,No,3
E02249,Henry Vo,Male,60,9/13/1996,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,81699,6,3,4,55,2,1,3,1,No,13,3,4,0,3,4,2,2,2,No,3
E02250,Mila Han,Female,54,11/14/2009,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,128791,9,1,2,70,3,2,3,1,No,20,1,6,3,2,6,5,1,3,No,2
E02251,Genesis Herrera,Female,34,10/3/2015,Technical Degree,Single,Human Resources,Human Resources,Travel_Rarely,126898,8,4,3,100,3,1,3,1,No,17,2,6,2,1,5,4,1,4,No,2
E02252,Olivia Vazquez,Female,53,4/13/2020,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,93053,23,1,4,45,2,3,1,1,No,13,1,11,3,1,11,8,3,10,Yes,2
E02253,Leilani Ng,Female,48,9/19/2011,Medical,Single,Research & Development,Research Director,Travel_Frequently,50513,9,4,2,88,3,3,3,9,No,17,3,20,3,2,18,7,2,13,No,2
E02254,Olivia Mendoza,Female,43,5/7/2017,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,86533,12,3,3,44,3,4,1,0,Yes,12,2,22,2,2,21,9,13,14,Yes,3
E02255,Skylar Xu,Female,60,10/16/1997,Marketing,Single,Sales,Sales Executive,Travel_Rarely,72806,4,4,2,45,3,2,1,7,No,13,4,9,3,4,6,4,1,5,No,4
E02256,Eloise Williams,Female,42,2/12/2019,Medical,Single,Research & Development,Laboratory Technician,Travel_Rarely,258115,24,3,4,49,3,1,2,8,No,22,4,6,2,3,4,3,1,2,No,4
E02257,Jackson Maldonado,Male,52,5/1/2008,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,63444,12,1,3,79,3,1,4,1,Yes,11,4,1,4,2,1,1,0,0,Yes,3
E02258,Christian Harris,Male,50,2/21/1999,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,96099,3,4,1,82,4,1,4,1,No,22,2,8,2,3,8,7,0,7,No,3
E02259,Penelope Santos,Female,37,3/1/2009,Marketing,Married,Sales,Sales Executive,Travel_Rarely,92849,10,3,3,72,2,2,3,1,No,18,1,10,3,3,10,3,1,4,No,3
E02260,Nicholas Zhou,Male,58,10/28/2014,Medical,Married,Research & Development,Research Scientist,Travel_Frequently,85094,26,2,3,92,2,2,4,3,Yes,13,4,16,3,1,1,1,0,0,No,3
E02261,Ayla Garza,Female,39,6/15/2017,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,156224,2,3,3,44,2,3,2,2,No,18,2,15,2,4,7,7,6,4,No,3
E02262,Carson Mai,Male,50,4/15/1996,Medical,Single,Research & Development,Healthcare Representative,Travel_Frequently,245920,1,3,4,97,2,2,1,0,No,20,3,14,3,3,13,9,4,9,No,4
E02263,Luna Lu,Female,51,3/6/2007,Other,Married,Research & Development,Laboratory Technician,Travel_Frequently,50214,4,4,4,47,2,1,4,1,No,13,2,2,2,4,2,2,2,2,No,3
E02264,Anthony Ho,Male,31,1/11/2015,Marketing,Single,Sales,Sales Executive,Travel_Rarely,79713,9,3,1,85,1,2,3,8,No,13,2,7,2,2,4,3,1,3,Yes,2
E02265,Clara Lopez,Female,52,8/9/1999,Life Sciences,Divorced,Sales,Sales Representative,Non-Travel,166699,2,1,3,76,3,1,1,1,No,12,3,1,3,3,1,0,0,0,No,3
E02266,Melody Woods,Female,63,12/20/2010,Technical Degree,Divorced,Research & Development,Manager,Travel_Rarely,78788,4,4,4,92,3,5,1,4,No,13,4,28,2,3,5,2,4,2,No,3
E02267,Matthew Simmons,Male,28,12/19/2022,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,142797,6,1,2,54,3,1,4,1,No,13,1,10,5,3,10,8,0,8,No,3
E02268,Gabriella Carrillo,Female,39,7/16/2012,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,187516,9,2,3,54,3,1,1,1,No,25,3,1,4,3,1,1,0,0,No,4
E02269,Lydia Juarez,Female,36,9/21/2013,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,156029,7,3,1,83,3,1,3,4,Yes,19,3,7,2,2,3,2,0,2,No,3
E02270,Ava Carrillo,Female,63,1/1/1999,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,149582,1,3,4,56,2,2,4,1,No,13,2,14,2,2,14,8,3,11,No,3
E02271,Elena Sharma,Female,47,10/24/2014,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,163922,10,4,3,96,3,1,3,1,Yes,11,3,6,4,3,6,4,0,2,Yes,3
E02272,Julia Ahmed,Female,43,11/14/2004,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,240860,7,2,4,50,3,5,3,3,No,18,2,26,6,3,7,7,4,7,No,3
E02273,Iris Vo,Female,39,9/27/2018,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,128497,3,4,3,48,2,1,4,0,Yes,11,2,1,5,3,0,0,0,0,Yes,3
E02274,Hunter Yi,Male,55,5/10/2015,Marketing,Married,Sales,Manager,Travel_Rarely,121976,2,3,3,69,3,4,1,8,No,23,1,28,2,3,26,15,15,9,No,4
E02275,Valentina Oh,Female,32,7/12/2022,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,126464,17,3,4,74,1,1,3,2,No,13,4,6,3,3,0,0,0,0,No,3
E02276,Kinsley Tran,Female,53,9/5/2005,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,234064,2,3,2,99,3,1,3,1,No,13,4,5,2,3,5,4,1,4,No,2
E02277,Christian Hong,Male,59,1/16/2008,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,81829,29,4,3,61,3,2,1,8,No,19,3,8,3,3,4,3,0,3,No,3
E02278,Amelia Mehta,Female,26,4/21/2022,Medical,Married,Sales,Sales Executive,Travel_Frequently,193971,2,4,2,62,3,2,2,5,No,12,4,5,2,3,0,0,0,0,No,3
E02279,Axel Leung,Male,55,8/17/2001,Medical,Married,Research & Development,Manager R&D,Travel_Frequently,47696,2,3,4,30,3,4,1,2,No,22,3,32,3,3,2,2,2,2,No,4
E02280,Lucas Lam,Male,34,7/17/2013,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,116676,15,2,4,52,3,5,2,5,No,11,1,25,2,3,4,2,0,3,No,3
